game,team,difficulty,formation,lineup,lineup_numbers
Trabzonspor vs. Denizlispor - Sunday November 4 - 2001,Denizlispor,hard,3-5-2,SOULAMA;CIMEN;KAFKAS;SERT;BAYAZIT;ERTUGRUL;BILAZER;KARTOP;TANDOGAN;CIHAN;COULIBALY,33;3;19;54;7;55;10;6;22;50;27
Trabzonspor vs. Denizlispor - Sunday November 4 - 2001,Trabzonspor,easy,3-5-2,AKTAS;GUVEN;KAHRAMAN;BECEREN;OZGUR;UCUNCU;KARADENIZ;MEHMET AURELIO;JARRO;DEMIRAY;BIULA,1;3;25;34;11;67;61;15;13;37;17
Antalyaspor vs. Besiktas - Friday November 16 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;GINCHEV;SAATCIOGLU;KAMBUROGLU;OZALP;YAVAS;YASAN;GURSEL;CAKIR;KINALI;BIRLIK,1;23;5;74;3;35;7;39;6;61;24
Antalyaspor vs. Besiktas - Friday November 16 - 2001,Besiktas,easy,4-4-2,MYHRE;UZULMEZ;RONALDO GUIARO;HAVUTCU;YILDIRIM;BEKTAS;SULUN;BAYA;KAHVECI;STAVRUM;ESER,1;19;5;3;4;11;28;7;8;9;15
Ankaragucu vs. Gaziantepspor - Saturday November 17 - 2001,Ankaragucu,hard,3-5-2,OZGULTEKIN;OZSARAC;BARIS;BAS;DURSUN;OZLEM;ROGERIO BELEM;TASDEMIR;KELES;KENNEDY;AHINFUL,22;3;45;23;2;5;7;76;10;18;15
Ankaragucu vs. Gaziantepspor - Saturday November 17 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;TUNC;POLAT;YURT;AKBULUT;BATISTA;MARANGOZ;ASLAN;KRIVOV;TEKKE;SAHINTURK,1;5;27;38;16;8;6;7;30;61;10
Galatasaray vs. Diyarbakirspor - Saturday November 17 - 2001,Diyarbakirspor,hard,4-4-2,SARNAT;KOCAK;DEMIRHAN;SURMELI;DUMAN;MOSKALEWICZ;DZWIGALA;KOLGU;ALACAYIR;ULUSAL;KONA,31;99;29;16;51;23;32;11;7;8;24
Galatasaray vs. Diyarbakirspor - Saturday November 17 - 2001,Galatasaray,easy,4-4-2,MONDRAGON;UNSAL;KORKMAZ;CAPONE;PEREZ;AKMAN;AKIN;YALCIN;SAS;KARAN;ERDEM,1;57;3;35;15;18;12;13;11;9;6
Rizespor vs. Trabzonspor - Saturday November 17 - 2001,Rizespor,hard,3-5-2,HAMIDOU;DUYMUS;AVCI;ASIL;BILGE;AYHAN;KAZMAZ;ALPUGAN;OZDEMIR;OZTURK;TETTEH,1;49;41;6;33;8;53;74;88;9;35
Rizespor vs. Trabzonspor - Saturday November 17 - 2001,Trabzonspor,easy,3-5-2,AKTAS;BECEREN;KAHRAMAN;GUVEN;SOMERS;MEHMET AURELIO;KARADENIZ;JARRO;OZGUR;DEMIRAY;BIULA,1;34;25;3;8;15;61;13;11;37;17
Yimpas Yozgatspor vs. Samsunspor - Saturday November 17 - 2001,Samsunspor,hard,3-5-2,BOUKAR;BAIDOO;KOLOGLU;HOCAOGLU;SAGIR;CAN;PHIRI;PIASARE;KORKMAZ;SAGLAM;YILMAZ,12;8;5;4;55;99;27;17;7;6;10
Yimpas Yozgatspor vs. Samsunspor - Saturday November 17 - 2001,Yimpas Yozgatspor,hard,3-5-2,TOKGOZ;OZER;OZER;OZBAY;KARACA;DALCICEK;BULUT;HAMZAOGLU;BAYER;PREKO;NUHIJI,99;56;16;2;6;66;22;8;51;17;11
Denizlispor vs. Bursaspor - Sunday November 18 - 2001,Bursaspor,hard,3-5-2,KELEMEN;DAMLA;OZBEY;BOUAZIZI;SEN;YESIL;MOSHOEU;ER;DEMIR;ALKAN;YILMAZ,12;3;6;13;11;29;1;14;8;20;10
Denizlispor vs. Bursaspor - Sunday November 18 - 2001,Denizlispor,hard,3-5-2,SOULAMA;CIMEN;KAFKAS;SERT;BAYAZIT;UGUR;BILAZER;KARTOP;TANDOGAN;COULIBALY;CIHAN,33;3;19;54;7;8;10;6;22;27;50
Fenerbahce vs. Genclerbirligi - Sunday November 18 - 2001,Fenerbahce,easy,3-5-2,RECBER;OZAT;DOGAN;MIRKOVIC;AKDENIZ;JOHNSON;SIMSEK;ERCAN;GUNES;DERELIOGLU;AKIN,1;16;4;6;11;28;20;18;30;29;9
Fenerbahce vs. Genclerbirligi - Sunday November 18 - 2001,Genclerbirligi,hard,3-5-2,NYS;OZDEMIR;SUMER;CAKMAK;DAEMS;TATLI;DASGUN;GONDEN;GULDUREN;MBAYO;YOULA,1;76;5;7;20;28;13;77;3;14;11
Kocaelispor vs. Istanbulspor - Sunday November 18 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;GUR;AKBAS;PETKOV;ERDOGAN;SAHIN;SAIDOU;ONATLI;ANDRE BORGES;ZUBANOVIC;UCUNCU,1;45;98;6;33;21;20;35;2;7;10
Kocaelispor vs. Istanbulspor - Sunday November 18 - 2001,Kocaelispor,hard,4-4-2,MERT;COLAK;TIMKO;SARMAN;ARSLANER;LAZAROV;ALEKSANDROV;ABDELAZIZ;DABROWSKI;AYEW;TOPRAKTEPE,1;5;4;2;13;11;10;15;7;9;41
Malatyaspor vs. Goztepe - Sunday November 18 - 2001,Goztepe,hard,4-4-2,MAJDAN;ARAYICI;CETIN;GUSAR;KOK;KOCABICAK;BOZACI;MKHALELE;YUNGUL;MARTIN;OZKAN,33;99;36;41;19;16;53;85;8;28;11
Malatyaspor vs. Goztepe - Sunday November 18 - 2001,Malatyaspor,hard,3-5-2,POLAT;GUNDOSTU;MAPEZA;SAHIN;SAKIRI;ABAZI;LAZAREVSKI;BENSOL;IPEK;ULUSOY;YAVAS,12;54;15;65;28;32;26;11;7;9;10
Goztepe vs. Fenerbahce - Friday November 23 - 2001,Fenerbahce,easy,3-5-2,RECBER;OZAT;DOGAN;MIRKOVIC;ERCAN;BAYRAKTAR;JOHNSON;ERIS;GUNES;ANDERSSON;AKIN,1;16;4;6;18;7;28;14;30;19;9
Goztepe vs. Fenerbahce - Friday November 23 - 2001,Goztepe,hard,3-5-2,MAJDAN;CETIN;ARAYICI;KOK;YUNGUL;ONUR;MKHALELE;BOZACI;OZKAN;MARTIN;KABAT,33;36;99;19;8;46;85;53;11;28;22
Diyarbakirspor vs. Denizlispor - Saturday November 24 - 2001,Denizlispor,hard,3-5-2,SOULAMA;CIMEN;KAFKAS;SERT;BAYAZIT;KARTOP;BILAZER;BOYRAZ;TANDOGAN;COULIBALY;CIHAN,33;3;19;54;7;6;10;44;22;27;50
Diyarbakirspor vs. Denizlispor - Saturday November 24 - 2001,Diyarbakirspor,hard,3-5-2,SARNAT;ERDOGAN;ZAFER;DUMAN;KOCAK;KOLGU;BOLUKBASI;YUCETAS;MOSKALEWICZ;ULUSAL;KONA,31;4;5;51;99;11;77;6;23;8;24
Galatasaray vs. Samsunspor - Saturday November 24 - 2001,Galatasaray,easy,4-4-2,MONDRAGON;UNSAL;KORKMAZ;CAPONE;PEREZ;PENBE;AKMAN;YALCIN;SAS;KARAN;ERDEM,1;57;3;35;15;67;18;13;11;9;6
Galatasaray vs. Samsunspor - Saturday November 24 - 2001,Samsunspor,hard,4-4-2,BOUKAR;BAIDOO;KOLOGLU;YELEK;CAN;KORKMAZ;NAS;SAGIR;DOKME;YILMAZ;SAGLAM,12;8;5;34;99;7;24;55;15;10;6
Istanbulspor vs. Yimpas Yozgatspor - Saturday November 24 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;GUR;AKBAS;PETKOV;ERDOGAN;SAHIN;ANDRE BORGES;ONATLI;UCUNCU;ZUBANOVIC;BUSHI,1;45;98;6;33;21;2;35;10;7;8
Istanbulspor vs. Yimpas Yozgatspor - Saturday November 24 - 2001,Yimpas Yozgatspor,hard,3-5-2,TOKGOZ;ARSLAN;OZER;OZER;BULUT;DALCICEK;KARACA;HAMZAOGLU;BAYER;PREKO;NUHIJI,99;4;16;56;22;66;6;8;51;17;11
Trabzonspor vs. Antalyaspor - Saturday November 24 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;GINCHEV;SAATCIOGLU;YAVAS;GURSEL;CIMSIR;YASAN;KAMBUROGLU;CAKIR;KINALI;BIRLIK,1;23;5;35;39;11;7;74;6;61;24
Trabzonspor vs. Antalyaspor - Saturday November 24 - 2001,Trabzonspor,easy,3-5-2,ATAMAN;BECEREN;KAHRAMAN;GUVEN;SOMERS;UCUNCU;DEMIRAY;MEHMET AURELIO;KARADENIZ;YILMAZ;BIULA,35;34;25;3;8;67;37;15;61;70;17
Ankaragucu vs. Kocaelispor - Sunday November 25 - 2001,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;DURSUN;TASDEMIR;GUNEY;OZLEM;KELES;KENNEDY;AHINFUL,22;45;4;3;2;76;12;5;10;18;15
Ankaragucu vs. Kocaelispor - Sunday November 25 - 2001,Kocaelispor,hard,4-4-2,MERT;COLAK;TIMKO;SARMAN;ARSLANER;LAZAROV;ABDELAZIZ;ALEKSANDROV;HASPOLATLI;AYEW;TOPRAKTEPE,1;5;4;2;13;11;15;10;18;9;41
Besiktas vs. Malatyaspor - Sunday November 25 - 2001,Besiktas,easy,3-5-2,TUNCAY;HAVUTCU;RONALDO GUIARO;YILDIRIM;UZULMEZ;SULUN;METIN;BEKTAS;KAHVECI;STAVRUM;MANSIZ,22;3;5;4;19;28;20;11;8;9;26
Besiktas vs. Malatyaspor - Sunday November 25 - 2001,Malatyaspor,hard,3-5-2,POLAT;GUNDOSTU;ABAZI;SAHIN;SAKIRI;OZGUR;MAPEZA;LAZAREVSKI;IPEK;YAVAS;BENSOL,12;54;32;65;28;34;15;26;7;10;11
Bursaspor vs. Rizespor - Sunday November 25 - 2001,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;BOUAZIZI;KILIC;YESIL;ER;MOSHOEU;DAMLA;SEN;ALKAN;YILMAZ,12;6;13;17;29;14;1;3;11;20;10
Bursaspor vs. Rizespor - Sunday November 25 - 2001,Rizespor,hard,3-5-2,HAMIDOU;DUYMUS;AVCI;ASIL;BILGE;AYHAN;ALNOUDJI;ALPUGAN;OZDEMIR;TETTEH;KAZMAZ,1;49;41;6;33;8;18;74;88;35;53
Gaziantepspor vs. Genclerbirligi - Sunday November 25 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;TUNC;POLAT;YURT;ROMASHCHENKO;TORAMAN;ASLAN;MARANGOZ;KOPRULU;OZER;TEKKE,1;5;27;38;22;19;7;6;20;56;61
Gaziantepspor vs. Genclerbirligi - Sunday November 25 - 2001,Genclerbirligi,hard,3-5-2,NYS;TOPRAKTEPE;GULDUREN;CAKMAK;DAEMS;TATLI;DASGUN;BASTURK;MBAYO;GUMUSDERE;YOULA,1;2;3;7;20;28;13;10;14;9;11
Galatasaray vs. Istanbulspor - Friday November 30 - 2001,Galatasaray,easy,4-4-2,MONDRAGON;UNSAL;ASIK;KORKMAZ;CAPONE;PENBE;AKIN;AKMAN;PEREZ;ERDEM;AYKUT,1;57;5;3;35;67;12;18;15;6;55
Galatasaray vs. Istanbulspor - Friday November 30 - 2001,Istanbulspor,hard,4-2-3-1,ZDRAVKOV;PETKOV;AKBAS;HUSEYINOGLU;YAGCIOGLU;SAHIN;SAIDOU;ONATLI;KOCABAL;UCUNCU;BUSHI,1;6;98;52;54;21;20;35;61;10;8
Denizlispor vs. Samsunspor - Saturday December 1 - 2001,Denizlispor,hard,3-5-2,SOULAMA;KAFKAS;CIMEN;CIHAN;BAYAZIT;UGUR;BILAZER;KARTOP;TANDOGAN;COULIBALY;BIRDAL,33;19;3;50;7;8;10;6;22;27;11
Denizlispor vs. Samsunspor - Saturday December 1 - 2001,Samsunspor,hard,3-5-2,BOUKAR;KARABABA;BAIDOO;YELEK;DOKME;CAN;SAGIR;PIASARE;NAS;YILMAZ;SAGLAM,12;23;8;34;15;99;55;17;24;10;6
Kocaelispor vs. Gaziantepspor - Saturday December 1 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;TUNC;POLAT;YURT;ROMASHCHENKO;TORAMAN;MARANGOZ;ASLAN;KOPRULU;JULIO CESAR;TEKKE,1;5;27;38;22;19;6;7;20;99;61
Kocaelispor vs. Gaziantepspor - Saturday December 1 - 2001,Kocaelispor,hard,3-5-2,MERT;ARSLANER;TIMKO;SARMAN;COLAK;HASPOLATLI;ALEKSANDROV;ABDELAZIZ;YIGIT;AYEW;TOPRAKTEPE,1;13;4;2;5;18;10;15;6;9;41
Rizespor vs. Diyarbakirspor - Saturday December 1 - 2001,Diyarbakirspor,hard,4-4-2,SARNAT;SURMELI;ZAFER;ERDOGAN;DUMAN;KOCAK;BOLUKBASI;KOLGU;YUCETAS;ULUSAL;KONA,31;16;5;4;51;99;77;11;6;8;24
Rizespor vs. Diyarbakirspor - Saturday December 1 - 2001,Rizespor,hard,3-5-2,HAMIDOU;DUYMUS;AVCI;ASIL;BILGE;AYHAN;KAZMAZ;ALPUGAN;NAS;OZTURK;TETTEH,1;49;41;6;33;8;53;74;70;9;35
Yimpas Yozgatspor vs. Ankaragucu - Saturday December 1 - 2001,Ankaragucu,hard,3-5-2,OZGULTEKIN;OZSARAC;KUTLU;BARIS;DURSUN;TASDEMIR;GUNEY;OZLEM;KELES;AHINFUL;KENNEDY,22;3;4;45;2;76;12;5;10;15;18
Yimpas Yozgatspor vs. Ankaragucu - Saturday December 1 - 2001,Yimpas Yozgatspor,hard,3-5-2,TOKGOZ;ARSLAN;OZER;BAYER;KARACA;DALCICEK;YAW;HAMZAOGLU;OZER;NUHIJI;PREKO,99;4;16;51;6;66;15;8;56;11;17
Antalyaspor vs. Bursaspor - Sunday December 2 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;GINCHEV;SAATCIOGLU;YAVAS;KAMBUROGLU;CAKIR;YASAN;CIMSIR;GURSEL;BIRLIK;AKYUZ,1;23;5;35;74;6;7;11;39;24;18
Antalyaspor vs. Bursaspor - Sunday December 2 - 2001,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;BOUAZIZI;KILIC;SEVEN;YESIL;MOSHOEU;ER;HACIOGLU;ALKAN;YILMAZ,12;6;13;17;4;29;1;14;53;20;10
Fenerbahce vs. Besiktas - Sunday December 2 - 2001,Besiktas,easy,4-3-3,MYHRE;UZULMEZ;RONALDO GUIARO;BESERLER;HAVUTCU;BAYA;SULUN;YILDIRIM;METIN;MANSIZ;BEKTAS,1;19;5;44;3;7;6;4;67;26;11
Fenerbahce vs. Besiktas - Sunday December 2 - 2001,Fenerbahce,easy,4-2-3-1,RECBER;ERCAN;OZAT;MIRKOVIC;DOGAN;JOHNSON;BAYRAKTAR;AKDENIZ;ERIS;GUNES;AKIN,1;18;16;6;4;28;7;11;14;30;9
Genclerbirligi vs. Goztepe - Sunday December 2 - 2001,Genclerbirligi,hard,3-5-2,NYS;SUMER;EL SAKA;TOPRAKTEPE;GULDUREN;MBAYO;TATLI;AHMED HASSAN;BALCI;AYDIN;YOULA,1;5;6;2;3;14;28;12;35;19;11
Genclerbirligi vs. Goztepe - Sunday December 2 - 2001,Goztepe,hard,3-5-2,MAJDAN;GUSAR;CETIN;KOK;OZTURK;BOZACI;MKHALELE;YUNGUL;AKINCI;OZKAN;BARCIK,33;41;36;19;54;53;85;8;34;11;9
Malatyaspor vs. Trabzonspor - Sunday December 2 - 2001,Malatyaspor,hard,3-5-2,POLAT;ABAZI;MAPEZA;SAHIN;SAKIRI;KOC;LAZAREVSKI;BENSOL;DEMIRCI;ULUSOY;YAVAS,12;32;15;65;28;33;26;11;6;9;10
Malatyaspor vs. Trabzonspor - Sunday December 2 - 2001,Trabzonspor,easy,3-5-2,AKTAS;GUVEN;BECEREN;SALAZAR;SOMERS;KAHRAMAN;UCUNCU;MEHMET AURELIO;KARADENIZ;DEMIRAY;BIULA,1;3;34;2;8;25;67;15;61;37;17
Besiktas vs. Genclerbirligi - Friday December 7 - 2001,Besiktas,easy,4-3-1-2,MYHRE;UZULMEZ;YILDIRIM;RONALDO GUIARO;BESERLER;HAVUTCU;SULUN;BEKTAS;BAYA;MANSIZ;DURSUN,1;19;4;5;25;3;28;11;7;26;10
Besiktas vs. Genclerbirligi - Friday December 7 - 2001,Genclerbirligi,hard,4-4-2,NYS;DAEMS;SUMER;TOPRAKTEPE;GULDUREN;TATLI;CAKMAK;AHMED HASSAN;MBAYO;AYDIN;YOULA,1;20;5;2;3;28;7;12;14;19;11
Bursaspor vs. Malatyaspor - Saturday December 8 - 2001,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;BOUAZIZI;KILIC;HACIOGLU;MOSHOEU;ER;SEN;ALKAN;GULLERI;YILMAZ,12;6;13;17;53;1;14;11;20;28;10
Bursaspor vs. Malatyaspor - Saturday December 8 - 2001,Malatyaspor,hard,3-5-2,POLAT;ABAZI;MAPEZA;SAHIN;SAKIRI;BENSOL;OZGUR;LAZAREVSKI;DEMIRCI;ULUSOY;YAVAS,12;32;15;65;28;11;34;26;6;9;10
Goztepe vs. Gaziantepspor - Saturday December 8 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;TUNC;AKICI;YURT;ROMASHCHENKO;TORAMAN;JULIO CESAR;ASLAN;MARANGOZ;OZER;TEKKE,1;5;4;38;22;19;99;7;6;56;61
Goztepe vs. Gaziantepspor - Saturday December 8 - 2001,Goztepe,hard,3-5-2,MAJDAN;CETIN;ARAYICI;GUSAR;OZTURK;BOZACI;MKHALELE;YUNGUL;AKINCI;OZKAN;BARCIK,33;36;99;41;54;53;85;8;34;11;9
Istanbulspor vs. Denizlispor - Saturday December 8 - 2001,Denizlispor,hard,3-5-2,SOULAMA;CIMEN;KAFKAS;CIHAN;BAYAZIT;KARTOP;BILAZER;BOYRAZ;TANDOGAN;COULIBALY;BIRDAL,33;3;19;50;7;6;10;44;22;27;11
Istanbulspor vs. Denizlispor - Saturday December 8 - 2001,Istanbulspor,hard,3-5-2,ZDRAVKOV;HUSEYINOGLU;AKBAS;UCUNCU;KOCABAL;SAHIN;SAIDOU;ANDRE BORGES;YAGCIOGLU;ZUBANOVIC;YOZGATLI,1;52;98;10;61;21;20;2;54;7;13
Trabzonspor vs. Fenerbahce - Saturday December 8 - 2001,Fenerbahce,easy,4-4-2,RECBER;AKDENIZ;DOGAN;OZSOY;OZAT;ERCAN;BAYRAKTAR;GUNES;LAZETIC;ANDERSSON;AKIN,1;11;4;15;16;18;7;30;17;19;9
Trabzonspor vs. Fenerbahce - Saturday December 8 - 2001,Trabzonspor,easy,3-5-2,ATAMAN;GUVEN;BECEREN;KAHRAMAN;KARADENIZ;UCUNCU;OZGUR;MEHMET AURELIO;DEMIRAY;MANDIRALI;BIULA,35;3;34;25;61;67;11;15;37;10;17
Ankaragucu vs. Galatasaray - Sunday December 9 - 2001,Ankaragucu,hard,4-4-2,OZGULTEKIN;DURSUN;KUTLU;BARIS;OZSARAC;GUNEY;TASDEMIR;OZLEM;KELES;KENNEDY;AHINFUL,22;2;4;45;3;12;76;5;10;18;15
Ankaragucu vs. Galatasaray - Sunday December 9 - 2001,Galatasaray,easy,4-4-2,MONDRAGON;UNSAL;ASIK;KORKMAZ;CAPONE;PENBE;KAYA;SOZKESEN;AKIN;KARAN;ERDEM,1;57;5;3;35;67;8;20;12;9;6
Diyarbakirspor vs. Antalyaspor - Sunday December 9 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;YAVAS;SAATCIOGLU;GINCHEV;KAMBUROGLU;CAKIR;YASAN;CIMSIR;GURSEL;BIRLIK;AKYUZ,1;35;5;23;74;6;7;11;39;24;18
Diyarbakirspor vs. Antalyaspor - Sunday December 9 - 2001,Diyarbakirspor,hard,3-5-2,YILDIRIM;ERDOGAN;ZAFER;DUMAN;KOCAK;BEYAZ;SURMELI;YILMAZ;ALACAYIR;ULUSAL;KONA,1;4;5;51;99;27;16;25;7;8;24
Rizespor vs. Samsunspor - Sunday December 9 - 2001,Rizespor,hard,3-5-2,HAMIDOU;DUYMUS;AVCI;ASIL;BILGE;ALNOUDJI;KAZMAZ;AYHAN;OZDEMIR;OZTURK;TETTEH,1;49;41;6;33;18;53;8;88;9;35
Rizespor vs. Samsunspor - Sunday December 9 - 2001,Samsunspor,hard,3-5-2,BOUKAR;BAIDOO;KOLOGLU;YELEK;SAGIR;CAN;NAS;PIASARE;KORKMAZ;YILMAZ;SAGLAM,12;8;5;34;55;99;24;17;7;10;6
Yimpas Yozgatspor vs. Kocaelispor - Sunday December 9 - 2001,Kocaelispor,hard,3-5-2,MERT;SARMAN;TIMKO;OZTONGA;COLAK;ABDELAZIZ;AK;ARSLANER;YIGIT;AYEW;TOPRAKTEPE,1;2;4;3;5;15;8;13;6;9;41
Yimpas Yozgatspor vs. Kocaelispor - Sunday December 9 - 2001,Yimpas Yozgatspor,hard,3-5-2,DIALLO;ARSLAN;OZER;BAYER;BULUT;YAW;KARAKAYIS;HAMZAOGLU;DALCICEK;KOCABEY;NUHIJI,1;4;16;51;22;15;59;8;66;10;11
Fenerbahce vs. Bursaspor - Friday December 14 - 2001,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;BOUAZIZI;KILIC;DAMLA;ER;MOSHOEU;SEVEN;SEN;ALKAN;YILMAZ,12;6;13;17;3;14;1;4;11;20;10
Fenerbahce vs. Bursaspor - Friday December 14 - 2001,Fenerbahce,easy,3-5-2,RECBER;DOGAN;MIRKOVIC;AKDENIZ;ERCAN;BAYRAKTAR;JOHNSON;SIMSEK;GUNES;ANDERSSON;AKIN,1;4;6;11;18;7;28;20;30;19;9
Antalyaspor vs. Samsunspor - Saturday December 15 - 2001,Antalyaspor,hard,3-5-2,KARAHAN;GINCHEV;SAATCIOGLU;YAVAS;KAMBUROGLU;KARAMAN;GURSEL;CIMSIR;CAKIR;BIRLIK;ONCAN,1;23;5;35;74;34;39;11;6;24;22
Antalyaspor vs. Samsunspor - Saturday December 15 - 2001,Samsunspor,hard,3-5-2,BOUKAR;BAIDOO;KOLOGLU;YELEK;SAGIR;NAS;PHIRI;DOKME;CAN;YILMAZ;SAGLAM,12;8;5;34;55;24;27;15;99;10;6
Denizlispor vs. Ankaragucu - Saturday December 15 - 2001,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;TURKMEHMET;TASDEMIR;KENNEDY;OZLEM;GUNEY;KELES;AHINFUL,22;45;4;3;20;76;18;5;12;10;15
Denizlispor vs. Ankaragucu - Saturday December 15 - 2001,Denizlispor,hard,3-5-2,SOULAMA;SONMEZ;SERT;CIHAN;BAYAZIT;KARTOP;BILAZER;KAHRAMAN;TANDOGAN;COULIBALY;BIRDAL,33;35;54;50;7;6;10;5;22;27;11
Gaziantepspor vs. Yimpas Yozgatspor - Saturday December 15 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;TUNC;HOSSOY;YURT;ROMASHCHENKO;TORAMAN;SAHINTURK;MARANGOZ;KOPRULU;JULIO CESAR;TEKKE,1;5;26;38;22;19;10;6;20;99;61
Gaziantepspor vs. Yimpas Yozgatspor - Saturday December 15 - 2001,Yimpas Yozgatspor,hard,3-5-2,DIALLO;ARSLAN;OZER;BAYER;KARACA;OZBAY;HAMZAOGLU;YAW;HINCAL;NUHIJI;KARAKAYIS,1;4;16;51;6;2;8;15;7;11;59
Goztepe vs. Besiktas - Saturday December 15 - 2001,Besiktas,easy,4-4-2,MYHRE;YILDIRIM;RONALDO GUIARO;HAVUTCU;BESERLER;UZULMEZ;BAYA;BEKTAS;KHLESTOV;MANSIZ;METIN,1;4;5;3;25;19;7;11;16;26;20
Goztepe vs. Besiktas - Saturday December 15 - 2001,Goztepe,hard,4-4-2,MAJDAN;ARAYICI;CETIN;GUSAR;KOK;YUNGUL;MKHALELE;OZTURK;BARCIK;MARTIN;OZKAN,33;99;36;41;19;8;85;54;9;28;11
Genclerbirligi vs. Trabzonspor - Sunday December 16 - 2001,Genclerbirligi,hard,3-5-2,NYS;GULDUREN;DOGANTEZ;SUMER;DAEMS;MBAYO;BASTURK;AHMED HASSAN;CAKMAK;SALGIN;AYDIN,1;3;4;5;20;14;10;12;7;51;19
Genclerbirligi vs. Trabzonspor - Sunday December 16 - 2001,Trabzonspor,easy,3-5-2,AKTAS;BECEREN;KAHRAMAN;GUVEN;OZGUR;UCUNCU;DEMIRAY;MEHMET AURELIO;KARADENIZ;MANDIRALI;BIULA,1;34;25;3;11;67;37;15;61;10;17
Malatyaspor vs. Diyarbakirspor - Sunday December 16 - 2001,Diyarbakirspor,hard,4-4-2,KARAGOL;ZAFER;ERDOGAN;KOCAK;DUMAN;BOLUKBASI;KOLGU;BEYAZ;ALACAYIR;KONA;ULUSAL,
Malatyaspor vs. Diyarbakirspor - Sunday December 16 - 2001,Malatyaspor,hard,4-4-2,POLAT;GUNDOSTU;SAHIN;MAPEZA;BENSOL;IPEK;DEMIRCI;LAZAREVSKI;YAVAS;LOBE;ULUSOY,
Rizespor vs. Istanbulspor - Sunday December 16 - 2001,Istanbulspor,hard,4-4-2,ZDRAVKOV;PETKOV;AKBAS;HUSEYINOGLU;YAGCIOGLU;YOZGATLI;SAIDOU;SAHIN;UCUNCU;ZUBANOVIC;BUSHI,1;6;98;52;54;13;20;21;10;7;8
Rizespor vs. Istanbulspor - Sunday December 16 - 2001,Rizespor,hard,4-4-2,HAMIDOU;BILGE;DUYMUS;AVCI;ASIL;KAZMAZ;AYHAN;ALPUGAN;OZDEMIR;OZTURK;TETTEH,1;33;49;41;6;53;8;74;88;9;35
Diyarbakirspor vs. Fenerbahce - Friday December 21 - 2001,Diyarbakirspor,hard,3-5-2,KARAGOL;ERDOGAN;ZAFER;DUMAN;KOCAK;BEYAZ;YILMAZ;KOLGU;BOLUKBASI;ULUSAL;KONA,28;4;5;51;99;27;25;11;77;8;24
Diyarbakirspor vs. Fenerbahce - Friday December 21 - 2001,Fenerbahce,easy,3-5-2,RECBER;MIRKOVIC;OZAT;JOHNSON;AKDENIZ;BAYRAKTAR;SIMSEK;ERCAN;GUNES;ANDERSSON;AKIN,1;6;16;28;11;7;20;18;30;19;9
Ankaragucu vs. Rizespor - Saturday December 22 - 2001,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;DURSUN;TASDEMIR;GUNEY;OZLEM;KELES;KENNEDY;AHINFUL,22;45;4;3;2;76;12;5;10;18;15
Ankaragucu vs. Rizespor - Saturday December 22 - 2001,Rizespor,hard,3-5-2,HAMIDOU;DIENG;AVCI;ASIL;OZDEMIR;ALNOUDJI;ALPUGAN;AYHAN;NAS;TETTEH;KAZMAZ,1;14;41;6;88;18;74;8;70;35;53
Besiktas vs. Gaziantepspor - Saturday December 22 - 2001,Besiktas,easy,4-4-2,TUNCAY;UZULMEZ;RONALDO GUIARO;HAVUTCU;BESERLER;BEKTAS;BOZKURT;BAYA;KHLESTOV;MANSIZ;METIN,22;19;5;3;25;11;14;7;16;26;20
Besiktas vs. Gaziantepspor - Saturday December 22 - 2001,Gaziantepspor,hard,3-5-2,CATKIC;TUNC;TORAMAN;YURT;ROMASHCHENKO;HOSSOY;JULIO CESAR;MARANGOZ;ASLAN;TEKKE;SAHINTURK,1;5;19;38;22;26;99;6;7;61;10
Bursaspor vs. Genclerbirligi - Saturday December 22 - 2001,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;BOUAZIZI;KILIC;DAMLA;MOSHOEU;ER;ALKAN;SEN;YILMAZ;GULLERI,12;6;13;17;3;1;14;20;11;10;28
Bursaspor vs. Genclerbirligi - Saturday December 22 - 2001,Genclerbirligi,hard,3-5-2,NYS;GULDUREN;DOGANTEZ;SUMER;DAEMS;GONDEN;MBAYO;BASTURK;BALCI;SALGIN;AYDIN,1;3;4;5;20;77;14;10;35;51;19
