game,team,difficulty,formation,lineup
Kayserispor vs. Eskisehirspor - Saturday March 31 - 2012,Eskisehirspor,hard,4-3-3,IVESA;DEDE;DIEGO ANGELO;BAHTIYAROGLU;SARI;ERTUGRUL;ESER;GUCER;TELLO;KARADENIZ;KAMARA
Kayserispor vs. Eskisehirspor - Saturday March 31 - 2012,Kayserispor,hard,4-3-3,DEGIRMENCI;KALDIRIM;GUNGOR;ZURAB KHIZANISHVILI;COREKCI;OZCAL;RIVEROS;SOZEN;TROISI;KUJOVIC;AMRABAT
Sivasspor vs. Istanbul Buyuksehir Belediyespor - Saturday March 31 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-2-3-1,BAHADIR;EKSIOGLU;ARAT;MARCUS VINICIUS;SAHIN;KORKMAZ;SUZEN;DOKA MADUREIRA;HOLMEN;TOM;WEBO
Sivasspor vs. Istanbul Buyuksehir Belediyespor - Saturday March 31 - 2012,Sivasspor,hard,4-2-3-1,KOCA;KONUK;AKCA;NAVRATIL;KAVUK;BEKMEZCI;FATY;GROSICKI;KILIC;PEDRIEL;ENERAMO
Antalyaspor vs. Bursaspor - Sunday April 1 - 2012,Antalyaspor,hard,4-3-3,CATKIC;MINEV;NIZAM;RADELJIC;SEKMAN;KAYA;DAGASAN;INCEMAN;BOYRAZ;TITA;AYDIN
Antalyaspor vs. Bursaspor - Sunday April 1 - 2012,Bursaspor,hard,4-3-3,CARSON;ASLANTAS;AZIZ;OZTURK;CHRETIEN;BATALLA;N'DIAYE;KOCAK;WEDERSON;PINTO;SESTAK
Besiktas vs. Samsunspor - Sunday April 1 - 2012,Besiktas,easy,4-3-3,GONEN;DAG;KORKMAZ;SIVOK;HILBERT;FERNANDES;UYSAL;KAVLAK;QUARESMA;ALMEIDA;KAPLAN
Besiktas vs. Samsunspor - Sunday April 1 - 2012,Samsunspor,hard,4-1-4-1,TASKIRAN;ANDRE BAHIA;KHUBUTIA;TOKAK;ALKASI;FINK;BORAL;YILDIRIM;ARSLAN;OZKAN;EKIGHO
Trabzonspor vs. Fenerbahce - Sunday April 1 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;IRTEGUN;YOBO;GONUL;ERKIN;SAHIN;ALEX;CRISTIAN;TOPUZ;SOW
Trabzonspor vs. Fenerbahce - Sunday April 1 - 2012,Trabzonspor,easy,4-2-3-1,ZENGIN;CELUSTKA;KACAR;YUMLU;BALCI;COLMAN;AKGUN;ADIN;ALANZINHO;SEN;YILMAZ
Kardemir Dc Karabukspor vs. Besiktas - Friday April 6 - 2012,Besiktas,easy,4-3-3,RECBER;DAG;KORKMAZ;SIVOK;HILBERT;FERNANDES;TORAMAN;UYSAL;HOLOSKO;ALMEIDA;QUARESMA
Kardemir Dc Karabukspor vs. Besiktas - Friday April 6 - 2012,Kardemir Dc Karabukspor,hard,4-3-2-1,KORK;SERIC;JAHIC;MABIALA;UCAR;RAGUED;KAGAN SOYLEMEZGILLER;HIKMET;PARLAK;CERNAT;YILDIZ
Ankaragucu vs. Kayserispor - Saturday April 7 - 2012,Ankaragucu,hard,4-2-3-1,OLGUN;ERDOGAN;KURT;DOGAN;GEYIK;GULDEN;ERDOGAN;KANAK;TORUN;SIRIN;GARHAN
Ankaragucu vs. Kayserispor - Saturday April 7 - 2012,Kayserispor,hard,4-3-3,DEGIRMENCI;KALDIRIM;EKER;ZURAB KHIZANISHVILI;PEKARIK;OZCAL;RIVEROS;DURAK;AMRABAT;KUJOVIC;TROISI
Bursaspor vs. Gaziantepspor - Saturday April 7 - 2012,Bursaspor,hard,4-3-3,CARSON;ASLANTAS;AZIZ;ERDOGAN;CHRETIEN;BATALLA;N'DIAYE;ORUCU;WEDERSON;PINTO;SESTAK
Bursaspor vs. Gaziantepspor - Saturday April 7 - 2012,Gaziantepspor,hard,4-3-3,KARCEMARSKAS;CAN;SUME;NOUNKEU;KURTULUS;PEHLIVAN;SAPARA;BINYA;POPOV;DEMIR;TOSUN
Eskisehirspor vs. Mersin Idmanyurdu - Saturday April 7 - 2012,Eskisehirspor,hard,4-3-3,IVESA;YAMAN;DIEGO ANGELO;NADAREVIC;ARSLAN;ERTUGRUL;TELLO;GUCER;KAMARA;KARADENIZ;ZENGIN
Eskisehirspor vs. Mersin Idmanyurdu - Saturday April 7 - 2012,Mersin Idmanyurdu,hard,4-3-3,BICER;KECELI;ATAN;KAS;UCUNCU;BUENO;COSKUN;ANDRE MORITZ;DELEV;KILICASLAN;OZOKWO
Fenerbahce vs. Antalyaspor - Saturday April 7 - 2012,Antalyaspor,hard,4-3-3,CATKIC;MINEV;NIZAM;TURAN;TANDOGAN;INCEMAN;DAGASAN;AGCAY;ZITOUNI;YILMAZ;TITA
Fenerbahce vs. Antalyaspor - Saturday April 7 - 2012,Fenerbahce,easy,4-5-1,DEMIREL;ZIEGLER;IRTEGUN;YOBO;GONUL;ERKIN;CRISTIAN;STOCH;SAHIN;TOPUZ;BIENVENU
Istanbul Buyuksehir Belediyespor vs. Genclerbirligi - Saturday April 7 - 2012,Genclerbirligi,hard,4-3-3,KOSE;SEDEF;DEMIR;KULUSIC;CAN;AKGUN;AYDOGDU;AZOFEIFA;OZTEKIN;TUM;MERIC
Istanbul Buyuksehir Belediyespor vs. Genclerbirligi - Saturday April 7 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;EKSIOGLU;DEPE;MARCUS VINICIUS;SAHIN;KORKMAZ;INANC;HOLMEN;DOKA MADUREIRA;WEBO;TOM
Samsunspor vs. Sivasspor - Saturday April 7 - 2012,Samsunspor,hard,4-3-3,TASKIRAN;ANDRE BAHIA;KELHAR;TOKAK;LAZAR;ARSLAN;FINK;YILDIRIM;BORAL;EKIGHO;OZKAN
Samsunspor vs. Sivasspor - Saturday April 7 - 2012,Sivasspor,hard,4-3-3,KOCA;KONUK;AKCA;NAVRATIL;KAVUK;BEKMEZCI;KILIC;FATY;CERNY;ENERAMO;GROSICKI
Manisaspor vs. Galatasaray - Sunday April 8 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;UJFALUSI;EBOUE;COLAK;INAN;BAYTAR;SARIOGLU;ELMANDER;ATES
Manisaspor vs. Galatasaray - Sunday April 8 - 2012,Manisaspor,hard,4-3-3,BABACAN;CEVAHIR;BALIOGLU;DIXON;AKAMINKO;YILMAZ;INCEDEMIR;CALISKAN;OZEK;KAHE;PROMISE
Orduspor vs. Trabzonspor - Sunday April 8 - 2012,Orduspor,hard,4-3-3,ELMAS;SAHIN;AYHAN;GARCIA;DERELI;BASARAN;GOSSO;CAMDALI;YELKEN;KABZE;JAVITO
Orduspor vs. Trabzonspor - Sunday April 8 - 2012,Trabzonspor,easy,4-3-3,ZENGIN;CECH;KACAR;YUMLU;CELUSTKA;BALCI;ZOKORA;ALANZINHO;SEN;YILMAZ;ALTINTOP
