game,team,difficulty,formation,lineup
Antalyaspor vs. Fatih Karagumruk - Wednesday January 6 - 2021,Fatih Karagumruk,hard,4-2-3-1,VIVIANO;BALKOVEC;CAMPI;ROCO;HEDENSTAD;BIGLIA;ALTINAY;BORINI;NDIAYE;NDAO;SOBIECH
Basaksehir vs. Buyuksehir Belediye Erzurumspor - Wednesday January 6 - 2021,Basaksehir,hard,4-1-4-1,BABACAN;KALDIRIM;EPUREANU;PONCK;OZCAN;TEKDEMIR;TURUC;CHADLI;KAHVECI;VISCA;GULBRANDSEN
Basaksehir vs. Buyuksehir Belediye Erzurumspor - Wednesday January 6 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,FARNOLLE;SCHWECHLEN;HATIPOGLU;TEIKEU;ALKILIC;CELIK;DONALD;NOVIKOVAS;OBERTAN;BASSAN;GOMES
Besiktas vs. Rizespor - Wednesday January 6 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;YILMAZ;VIDA;WELINTON;ROSIER;UYSAL;SOUZA;N'KOUDOU;OZYAKUP;LARIN;ABOUBAKAR
Besiktas vs. Rizespor - Wednesday January 6 - 2021,Rizespor,hard,5-3-2,AKKAN;MELNJAK;DILAVER;TALBI;MERIAH;MOROZYUK;DONSAH;TORUN;FABRICIO BAIANO;SKODA;SAMUDIO
Denizlispor vs. Kayserispor - Wednesday January 6 - 2021,Denizlispor,hard,4-2-3-1,PANTILIMON;BERGDICH;OZKAL;FABIANO;LOPES;BAKALORZ;NIYAZ;SAGAL;OZDEMIR;MESANOVIC;RODALLEGA
Denizlispor vs. Kayserispor - Wednesday January 6 - 2021,Kayserispor,hard,4-1-4-1,ALEMDAR;BEHICH;KOLOVETSIOS;SAPUNARU;KVRZIC;ACKAH;PEDRO HENRIQUE;CAMPANHARO;AVRAMOVSKI;LENNON;ALIBEC
Genclerbirligi vs. Hatayspor - Wednesday January 6 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;TOURE;KIZILDAG;JOHANSSON;DIKMEN;PIRIS DA MOTTA;AYITE;CANDEIAS;YILMAZ;SIO
Genclerbirligi vs. Hatayspor - Wednesday January 6 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;KATRANIS;SANTOS;BILLONG;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Trabzonspor vs. Goztepe - Wednesday January 6 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;EMIR;NUKAN;MIHOJEVIC;PALULI;NWOBODO;AYDOGDU;NDIAYE;NAPOLEONI;AKBUNAR;IDEYE
Trabzonspor vs. Goztepe - Wednesday January 6 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;HOSSEINI;IE;ASAN;BAKER;PARMAK;NWAKAEME;OMUR;EKUBAN;DJANINY
Fenerbahce vs. Alanyaspor - Thursday January 7 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;MORENO;BAKASETAS;SIOPIS;KUTLU;DAVIDSON;BAREIRO;KARACA
Fenerbahce vs. Alanyaspor - Thursday January 7 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;ERKIN;TISSERAND;CIFTPINAR;SANGARE;TUFAN;LUIZ GUSTAVO;GUMUS;PELKAS;VALENCIA;THIAM
Galatasaray vs. Genclerbirligi - Saturday January 9 - 2021,Galatasaray,easy,4-3-3,KOCUK;TASDEMIR;MARCAO;DONK;OZBAYRAKLI;BELHANDA;ANTALYALI;AKBABA;TURAN;DIAGNE;CAGLAYAN
Galatasaray vs. Genclerbirligi - Saturday January 9 - 2021,Genclerbirligi,hard,4-1-4-1,ADIYAMAN;POLOMAT;KIZILDAG;TOURE;JOHANSSON;DIKMEN;AYITE;YILDIRIM;PIRIS DA MOTTA;CANDEIAS;YILMAZ
Goztepe vs. Antalyaspor - Saturday January 9 - 2021,Antalyaspor,hard,4-2-3-1,BOFFIN;KUDRYASHOV;NALDO;SARI;BALCI;OZMERT;SAHIN;AMILTON;FREDY;BAYRAKDAR;ORGILL
Goztepe vs. Antalyaspor - Saturday January 9 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;EMIR;TITI;MIHOJEVIC;PALULI;SONMEZ;AYDOGDU;NDIAYE;NAPOLEONI;AKBUNAR;IDEYE
Kayserispor vs. Yeni Malatyaspor - Saturday January 9 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;KOLOVETSIOS;SAPUNARU;KVRZIC;CAMPANHARO;ACKAH;PARLAK;AVRAMOVSKI;LENNON;ALIBEC
Kayserispor vs. Yeni Malatyaspor - Saturday January 9 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;CEVAHIR;KAYA;WALLACE;CHEBAKE;FOFANA;ACQUAH;ILDIZ;KANATSIZKUS;BUYUK;TETTEH
Sivasspor vs. Gaziantep FK - Saturday January 9 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;VURAL;AKTAS;OLKOWSKI;DJILOBODJI;CEYLAN;MAXIM;VETRIH;MIRALLAS;DEMIR;JEFFERSON
Sivasspor vs. Gaziantep FK - Saturday January 9 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;OSMANPASA;APPINDANGOYE;YALCIN;CLAUDEMIR;GRADEL;ARSLAN;FAJR;YESILYURT;KAYODE
Ankaragucu vs. Basaksehir - Sunday January 10 - 2021,Ankaragucu,hard,4-2-3-1,FRIEDRICH;TURAN;DIKMEN;CANKAYA;SARLIJA;LUKASIK;DIOUSSE;BOLINGI;CEKICI;LOBJANIDZE;BØRVEN
Ankaragucu vs. Basaksehir - Sunday January 10 - 2021,Basaksehir,hard,4-1-4-1,BABACAN;KALDIRIM;EPUREANU;PONCK;RAFAEL;TEKDEMIR;TURUC;CHADLI;KAHVECI;VISCA;GULBRANDSEN
Fatih Karagumruk vs. Konyaspor - Sunday January 10 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;CAMPI;KURUCUK;HEDENSTAD;BIGLIA;BORINI;NDIAYE;BERTOLACCI;NDAO;ERDINC
Fatih Karagumruk vs. Konyaspor - Sunday January 10 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;GUILHERME;CALIK;JEVTOVIC;SKUBIC;HADZIAHMETOVIC;GUCTEKIN;CIKALLESHI;MILOSEVIC;SHENGELIA;KRAVETS
Hatayspor vs. Besiktas - Sunday January 10 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;UYSAL;LARIN;HUTCHINSON;GHEZZAL;ABOUBAKAR
Hatayspor vs. Besiktas - Sunday January 10 - 2021,Hatayspor,hard,4-2-3-1,ALKAN;CAYTEMEL;SANTOS;BILLONG;POPOV;RIBEIRO;AABID;ILGAZ;TRAORE;AKINTOLA;BOUPENDZA
Rizespor vs. Denizlispor - Sunday January 10 - 2021,Denizlispor,hard,4-2-3-1,PANTILIMON;BERGDICH;OZKAL;FABIANO;LOPES;BAKALORZ;MURAWSKI;SAGAL;NIYAZ;MESANOVIC;RODALLEGA
Rizespor vs. Denizlispor - Sunday January 10 - 2021,Rizespor,hard,4-2-3-1,AKKAN;MELNJAK;MERIAH;TALBI;MOROZYUK;DURAK;PEHLIVAN;ANDRADE;TORUN;SAMUDIO;SKODA
Alanyaspor vs. Kasimpasa - Monday January 11 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;CAULKER;AKSOY;MORENO;UCAN;SIOPIS;BAKASETAS;BABACAR;BAREIRO;KARACA
Alanyaspor vs. Kasimpasa - Monday January 11 - 2021,Kasimpasa,hard,4-4-2,KOSE;ELMALI;HADDADI;BRECKA;HADERGJONAJ;ERDOGAN;SADIKU;KARA;VARGA;KIESE THELIN;HODZIC
Buyuksehir Belediye Erzurumspor vs. Fenerbahce - Monday January 11 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,FARNOLLE;SCHWECHLEN;HATIPOGLU;TEIKEU;ALKILIC;CELIK;BOUMAL;NOVIKOVAS;OBERTAN;BASSAN;GOMES
Buyuksehir Belediye Erzurumspor vs. Fenerbahce - Monday January 11 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;ERKIN;CIFTPINAR;TISSERAND;SANGARE;TUFAN;LUIZ GUSTAVO;PELKAS;YANDAS;GUMUS;THIAM
Genclerbirligi vs. Fatih Karagumruk - Friday January 15 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;CAMPI;KURUCUK;HEDENSTAD;BIGLIA;BORINI;NDIAYE;BERTOLACCI;NDAO;ERDINC
Genclerbirligi vs. Fatih Karagumruk - Friday January 15 - 2021,Genclerbirligi,hard,4-2-3-1,NORDFELDT;POLOMAT;TOURE;KIZILDAG;JOHANSSON;PIRIS DA MOTTA;FURMAN;SIO;DIKMEN;CANDEIAS;YILMAZ
Antalyaspor vs. Trabzonspor - Saturday January 16 - 2021,Antalyaspor,hard,4-5-1,BOFFIN;KUDRYASHOV;GULUM;NALDO;BALCI;AMILTON;SAHIN;OZMERT;FREDY;BAYRAKDAR;ORGILL
Antalyaspor vs. Trabzonspor - Saturday January 16 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;HOSSEINI;IE;ASAN;PARMAK;BAKER;NWAKAEME;OMUR;EKUBAN;DJANINY
Basaksehir vs. Sivasspor - Saturday January 16 - 2021,Basaksehir,hard,4-4-2,BABACAN;KALDIRIM;EPUREANU;PONCK;RAFAEL;TURUC;TEKDEMIR;KAHVECI;ALEKSIC;CRIVELLI;BA
Basaksehir vs. Sivasspor - Saturday January 16 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;OSMANPASA;APPINDANGOYE;YALCIN;CLAUDEMIR;GRADEL;ARSLAN;FAJR;YESILYURT;YATABARE
Gaziantep FK vs. Kayserispor - Saturday January 16 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;VURAL;OLKOWSKI;DJILOBODJI;TOSCA;CEYLAN;MAXIM;VETRIH;MIRALLAS;DEMIR;OZER
Gaziantep FK vs. Kayserispor - Saturday January 16 - 2021,Kayserispor,hard,4-1-4-1,ALEMDAR;BEHICH;KOLOVETSIOS;SAPUNARU;KVRZIC;ATTAMAH;PEDRO HENRIQUE;FERNANDES;AVRAMOVSKI;LENNON;KANGA
Konyaspor vs. Goztepe - Saturday January 16 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;EMIR;TITI;MIHOJEVIC;PALULI;NWOBODO;AKBUNAR;ZULJ;AYDOGDU;TRIPIC;NDIAYE
Konyaspor vs. Goztepe - Saturday January 16 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;SAHINER;BARDAKCI;ANICIC;SKUBIC;JEVTOVIC;DIOMANDE;CIKALLESHI;HADZIAHMETOVIC;SHENGELIA;KRAVETS
Besiktas vs. Galatasaray - Sunday January 17 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;YILMAZ;MONTERO;VIDA;ROSIER;SOUZA;LARIN;OZYAKUP;HUTCHINSON;GHEZZAL;ABOUBAKAR
Besiktas vs. Galatasaray - Sunday January 17 - 2021,Galatasaray,easy,4-1-4-1,KOCUK;SARACCHI;MARCAO;LUYINDAMA;OZBAYRAKLI;ANTALYALI;TURAN;BELHANDA;ETEBO;CAGLAYAN;DIAGNE
Denizlispor vs. Hatayspor - Sunday January 17 - 2021,Denizlispor,hard,4-4-2,PANTILIMON;LOPES;OZKAL;FABIANO;OZDEMIR;SAGAL;MURAWSKI;NIYAZ;DOSSEVI;MESANOVIC;SACKO
Denizlispor vs. Hatayspor - Sunday January 17 - 2021,Hatayspor,hard,4-2-3-1,ALKAN;CAYTEMEL;SANTOS;BILLONG;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Yeni Malatyaspor vs. Rizespor - Sunday January 17 - 2021,Rizespor,hard,4-2-3-1,CETIN;MELNJAK;DILAVER;AY;BULUT;DURAK;DONSAH;ANDRADE;ERDOGAN;MICHALAK;SKODA
Yeni Malatyaspor vs. Rizespor - Sunday January 17 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;HADEBE;KAYA;WALLACE;CHEBAKE;FOFANA;NDAYISHIMIYE;BUYUK;YAVRU;BULUT;KANATSIZKUS
Fenerbahce vs. Ankaragucu - Monday January 18 - 2021,Ankaragucu,hard,4-2-3-1,FRIEDRICH;TURAN;SARLIJA;CANKAYA;PINTO;VOCA;LUKASIK;PAINTSIL;CEKICI;LOBJANIDZE;BOLINGI
Fenerbahce vs. Ankaragucu - Monday January 18 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;NOVAK;TISSERAND;AZIZ;SANGARE;TUFAN;LUIZ GUSTAVO;THIAM;PELKAS;VALENCIA;SAMATTA
Kasimpasa vs. Buyuksehir Belediye Erzurumspor - Monday January 18 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;TEIKEU;DA COSTA;UCAR;OMOLO;BOUMAL;BASSAN;CHAHECHOUHE;ALKILIC;GOMES
Kasimpasa vs. Buyuksehir Belediye Erzurumspor - Monday January 18 - 2021,Kasimpasa,hard,4-4-2,KOSE;ELMALI;BRECKA;LUCKASSEN;HADERGJONAJ;ERDOGAN;HASPOLAT;KARA;VARGA;HODZIC;KIESE THELIN
Goztepe vs. Genclerbirligi - Tuesday January 19 - 2021,Genclerbirligi,hard,5-3-2,NORDFELDT;POLOMAT;PEHLIVAN;TOURE;DIEGO ANGELO;JOHANSSON;DIKMEN;YILDIRIM;PIRIS DA MOTTA;ALTIPARMAK;KARAKAS
Goztepe vs. Genclerbirligi - Tuesday January 19 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;EMIR;TITI;MIHOJEVIC;PALULI;NWOBODO;AKBUNAR;ZULJ;AYDOGDU;TRIPIC;NDIAYE
Kayserispor vs. Basaksehir - Tuesday January 19 - 2021,Basaksehir,hard,4-1-4-1,GUNOK;KALDIRIM;PONCK;DUARTE;RAFAEL;TEKDEMIR;TURUC;GIULIANO;KAHVECI;ALEKSIC;BA
Kayserispor vs. Basaksehir - Tuesday January 19 - 2021,Kayserispor,hard,4-1-4-1,ALEMDAR;BEHICH;KOLOVETSIOS;SAPUNARU;KVRZIC;ATTAMAH;PEDRO HENRIQUE;CAMPANHARO;AVRAMOVSKI;LENNON;ALIBEC
Trabzonspor vs. Konyaspor - Tuesday January 19 - 2021,Konyaspor,hard,4-2-3-1,BIRNICAN;YARDIMCI;BARDAKCI;CALIK;SKUBIC;JEVTOVIC;DIOMANDE;CIKALLESHI;HADZIAHMETOVIC;SAHINER;KRAVETS
Trabzonspor vs. Konyaspor - Tuesday January 19 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;ASAN;PARMAK;BAKER;NWAKAEME;OMUR;EKUBAN;DJANINY
Galatasaray vs. Denizlispor - Wednesday January 20 - 2021,Denizlispor,hard,3-5-2,PANTILIMON;FABIANO;OZKAL;BERGDICH;SAGAL;DOSSEVI;MURAWSKI;NIYAZ;LOPES;RODALLEGA;SACKO
Galatasaray vs. Denizlispor - Wednesday January 20 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;DONK;LINNES;ANTALYALI;TURAN;BELHANDA;AKBABA;FEGHOULI;BABEL
Hatayspor vs. Yeni Malatyaspor - Wednesday January 20 - 2021,Hatayspor,hard,4-2-3-1,ALKAN;CAYTEMEL;SANTOS;SACKEY;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Hatayspor vs. Yeni Malatyaspor - Wednesday January 20 - 2021,Yeni Malatyaspor,hard,4-4-2,OZBIR;KARIM HAFEZ;HADEBE;WALLACE;CHEBAKE;BUYUK;ACQUAH;NDAYISHIMIYE;YAVRU;BULUT;KANATSIZKUS
Rizespor vs. Gaziantep FK - Wednesday January 20 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;VURAL;OLKOWSKI;DJILOBODJI;TOSCA;CEYLAN;MAXIM;KOZULJ;MIRALLAS;DEMIR;OZER
Rizespor vs. Gaziantep FK - Wednesday January 20 - 2021,Rizespor,hard,4-2-3-1,GORGEN;MELNJAK;TALBI;AY;BULUT;DURAK;DONSAH;ANDRADE;ERDOGAN;SAMUDIO;SKODA
Ankaragucu vs. Kasimpasa - Thursday January 21 - 2021,Ankaragucu,hard,4-2-3-1,CELIKAY;PINTO;DIKMEN;CANKAYA;SARLIJA;LUKASIK;AKDAG;PAINTSIL;CEKICI;LOBJANIDZE;BADJI
Ankaragucu vs. Kasimpasa - Thursday January 21 - 2021,Kasimpasa,hard,4-2-3-1,KOSE;HADDADI;BRECKA;HADERGJONAJ;YILDIRIM;SADIKU;KARA;HODZIC;HAJRADINOVIC;ERDOGAN;KIESE THELIN
Buyuksehir Belediye Erzurumspor vs. Alanyaspor - Thursday January 21 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;TZAVELLAS;CAULKER;AKSOY;UCAN;KUTLU;BAKASETAS;DAVIDSON;BAREIRO;BABACAR
Buyuksehir Belediye Erzurumspor vs. Alanyaspor - Thursday January 21 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;TEIKEU;DA COSTA;UCAR;OMOLO;BOUMAL;BASSAN;CHAHECHOUHE;ALKILIC;GOMES
Fatih Karagumruk vs. Besiktas - Thursday January 21 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;YILMAZ;MONTERO;VIDA;ROSIER;SOUZA;N'KOUDOU;MENSAH;HUTCHINSON;LARIN;ABOUBAKAR
Fatih Karagumruk vs. Besiktas - Thursday January 21 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;ERDEM;CAMPI;KURUCUK;HEDENSTAD;ALTINAY;BORINI;NDIAYE;BERTOLACCI;NDAO;SOBIECH
Sivasspor vs. Fenerbahce - Thursday January 21 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;NOVAK;CIFTPINAR;TISSERAND;SANGARE;YANDAS;LUIZ GUSTAVO;THIAM;PELKAS;VALENCIA;SAMATTA
Sivasspor vs. Fenerbahce - Thursday January 21 - 2021,Sivasspor,hard,4-1-4-1,SAMASSA;CIFTCI;OSMANPASA;APPINDANGOYE;YALCIN;CLAUDEMIR;GRADEL;ARSLAN;FAJR;YESILYURT;YATABARE
Basaksehir vs. Rizespor - Saturday January 23 - 2021,Basaksehir,hard,4-1-4-1,GUNOK;KALDIRIM;EPUREANU;DUARTE;RAFAEL;TOPAL;CRIVELLI;OZCAN;KAHVECI;TURUC;GULBRANDSEN
Basaksehir vs. Rizespor - Saturday January 23 - 2021,Rizespor,hard,4-2-3-1,GORGEN;MELNJAK;AY;MERIAH;BULUT;DURAK;DONSAH;SABO;ERDOGAN;MICHALAK;SAMUDIO
Genclerbirligi vs. Trabzonspor - Saturday January 23 - 2021,Genclerbirligi,hard,4-2-3-1,ADIYAMAN;POLOMAT;TOURE;KIZILDAG;ARTAN;DIKMEN;PIRIS DA MOTTA;YILMAZ;FURMAN;CANDEIAS;SIO
Genclerbirligi vs. Trabzonspor - Saturday January 23 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;ASAN;OZDEMIR;PARMAK;NWAKAEME;FLAVIO;EKUBAN;DJANINY
Besiktas vs. Goztepe - Sunday January 24 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;HUTCHINSON;SOUZA;LARIN;MENSAH;GHEZZAL;ABOUBAKAR
Besiktas vs. Goztepe - Sunday January 24 - 2021,Goztepe,hard,4-1-4-1,EGRIBAYAT;EMIR;TITI;MIHOJEVIC;PALULI;NWOBODO;TRIPIC;ZULJ;AYDOGDU;AKBUNAR;NDIAYE
Denizlispor vs. Fatih Karagumruk - Sunday January 24 - 2021,Denizlispor,hard,4-4-2,PANTILIMON;LOPES;FABIANO;AKTAS;OZDEMIR;SAGAL;MURAWSKI;NIYAZ;YASIN;RODALLEGA;SACKO
Denizlispor vs. Fatih Karagumruk - Sunday January 24 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;CAMPI;ROCO;ALTINAY;BERTOLACCI;BORINI;CASTRO;NDIAYE;NDAO;ERDINC
Gaziantep FK vs. Hatayspor - Sunday January 24 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;JUNIOR MORAIS;OLKOWSKI;TOSCA;KANA-BIYIK;CEYLAN;MAXIM;VETRIH;JEFFERSON;DEMIR;OZER
Gaziantep FK vs. Hatayspor - Sunday January 24 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;CAYTEMEL;BILLONG;ABDIOGLU;POPOV;CANLI;RIBEIRO;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Konyaspor vs. Antalyaspor - Sunday January 24 - 2021,Antalyaspor,hard,4-2-3-1,BOFFIN;ALBAYRAK;KUDRYASHOV;NALDO;BALCI;OZMERT;SAHIN;AMILTON;FREDY;BAYRAKDAR;JAHOVIC
Konyaspor vs. Antalyaspor - Sunday January 24 - 2021,Konyaspor,hard,4-2-3-1,BIRNICAN;YARDIMCI;BARDAKCI;CALIK;SKUBIC;JEVTOVIC;HADZIAHMETOVIC;CIKALLESHI;CAGIRAN;SAHINER;KRAVETS
Yeni Malatyaspor vs. Galatasaray - Sunday January 24 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;DONK;LINNES;ANTALYALI;TURAN;BELHANDA;AKBABA;FEGHOULI;BABEL
Yeni Malatyaspor vs. Galatasaray - Sunday January 24 - 2021,Yeni Malatyaspor,hard,4-4-2,DAMLU;HADEBE;KAYA;WALLACE;CHEBAKE;BUYUK;ACQUAH;NDAYISHIMIYE;KARIM HAFEZ;BULUT;KANATSIZKUS
Alanyaspor vs. Ankaragucu - Monday January 25 - 2021,Alanyaspor,hard,4-3-3,MARAFONA;MOUBANDJE;AKSOY;CAULKER;MORENO;UCAN;SIOPIS;BAKASETAS;DAVIDSON;BABACAR;KARACA
Alanyaspor vs. Ankaragucu - Monday January 25 - 2021,Ankaragucu,hard,4-2-3-1,CELIKAY;PINTO;DIKMEN;SARLIJA;GUNEREN;LUKASIK;AKDAG;PAINTSIL;CEKICI;LOBJANIDZE;BADJI
Fenerbahce vs. Kayserispor - Monday January 25 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;ERKIN;SZALAI;AZIZ;SANGARE;TUFAN;LUIZ GUSTAVO;THIAM;PELKAS;VALENCIA;SAMATTA
Fenerbahce vs. Kayserispor - Monday January 25 - 2021,Kayserispor,hard,4-1-4-1,ALEMDAR;BEHICH;KOLOVETSIOS;SAPUNARU;KVRZIC;ATTAMAH;PEDRO HENRIQUE;CAMPANHARO;AVRAMOVSKI;LENNON;KANGA
Kasimpasa vs. Sivasspor - Monday January 25 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADDADI;BRECKA;LUCKASSEN;HADERGJONAJ;BISTROVIC;KARA;KOC;HAJRADINOVIC;ERDOGAN;KIESE THELIN
Kasimpasa vs. Sivasspor - Monday January 25 - 2021,Sivasspor,hard,4-1-4-1,SAMASSA;CIFTCI;OSMANPASA;APPINDANGOYE;MARCELO GOIANO;CLAUDEMIR;GRADEL;ARSLAN;FAJR;YESILYURT;YATABARE
Gaziantep FK vs. Galatasaray - Friday January 29 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;SARACCHI;MARCAO;DONK;LINNES;ANTALYALI;TURAN;BELHANDA;AKBABA;KILINC;BABEL
Gaziantep FK vs. Galatasaray - Friday January 29 - 2021,Gaziantep FK,hard,5-3-2,GUVENC;VURAL;OLKOWSKI;DJILOBODJI;TOSCA;CEYLAN;MAXIM;VETRIH;JEFFERSON;DICKO;MIRALLAS
Yeni Malatyaspor vs. Fatih Karagumruk - Friday January 29 - 2021,Fatih Karagumruk,hard,4-1-4-1,OZER;BALKOVEC;CAMPI;ROCO;ALTINAY;BIGLIA;BORINI;NDIAYE;BERTOLACCI;NDAO;SOBIECH
Yeni Malatyaspor vs. Fatih Karagumruk - Friday January 29 - 2021,Yeni Malatyaspor,hard,4-4-2,DAMLU;HADEBE;KAYA;WALLACE;YAVRU;BUYUK;ACQUAH;NDAYISHIMIYE;LUKOKI;BULUT;KANATSIZKUS
Basaksehir vs. Hatayspor - Saturday January 30 - 2021,Basaksehir,hard,4-2-3-1,GUNOK;KALDIRIM;EPUREANU;DUARTE;SAHINER;TOPAL;TEKDEMIR;FERNANDES;ALEKSIC;TURUC;BA
Basaksehir vs. Hatayspor - Saturday January 30 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;CAYTEMEL;ABDIOGLU;BILLONG;POPOV;RIBEIRO;AABID;BOUPENDZA;TRAORE;AKINTOLA;DIOUF
Fenerbahce vs. Rizespor - Saturday January 30 - 2021,Fenerbahce,easy,4-2-3-1,BAYINDIR;ERKIN;SZALAI;AZIZ;SANGARE;TUFAN;LUIZ GUSTAVO;THIAM;PELKAS;VALENCIA;SAMATTA
Fenerbahce vs. Rizespor - Saturday January 30 - 2021,Rizespor,hard,4-1-4-1,AKKAN;MELNJAK;MERIAH;DILAVER;MOROZYUK;DONSAH;MICHALAK;FERNANDO BOLDRIN;DJOKOVIC;FABRICIO BAIANO;SAMUDIO
Kasimpasa vs. Kayserispor - Saturday January 30 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADDADI;BRECKA;LUCKASSEN;HADERGJONAJ;BISTROVIC;KARA;KOC;HAJRADINOVIC;ERDOGAN;KIESE THELIN
Kasimpasa vs. Kayserispor - Saturday January 30 - 2021,Kayserispor,hard,4-2-3-1,ALEMDAR;BEHICH;SAPUNARU;DEMIROK;KVRZIC;CAMPANHARO;MUHAR;PEDRO HENRIQUE;AVRAMOVSKI;LENNON;MAGLICA
Alanyaspor vs. Sivasspor - Sunday January 31 - 2021,Alanyaspor,hard,4-2-3-1,MARAFONA;MOUBANDJE;CAULKER;AKSOY;MORENO;UCAN;SIOPIS;DAVIDSON;KUTLU;KARACA;BABACAR
Alanyaspor vs. Sivasspor - Sunday January 31 - 2021,Sivasspor,hard,4-1-4-1,SAMASSA;CIFTCI;OSMANPASA;APPINDANGOYE;OGUZ;COFIE;GRADEL;ARSLAN;YALCIN;YATABARE;KAYODE
Besiktas vs. Trabzonspor - Sunday January 31 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;YILMAZ;MONTERO;VIDA;ROSIER;SOUZA;LARIN;MENSAH;HUTCHINSON;GHEZZAL;ABOUBAKAR
Besiktas vs. Trabzonspor - Sunday January 31 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;MARLON;VITOR HUGO;IE;ASAN;OZDEMIR;PARMAK;NWAKAEME;FLAVIO;EKUBAN;DJANINY
Buyuksehir Belediye Erzurumspor vs. Ankaragucu - Sunday January 31 - 2021,Ankaragucu,hard,4-1-4-1,CELIKAY;PINTO;DIKMEN;SARLIJA;GUNEREN;CANKAYA;PAINTSIL;AKDAG;DIOUSSE;LOBJANIDZE;BADJI
Buyuksehir Belediye Erzurumspor vs. Ankaragucu - Sunday January 31 - 2021,Buyuksehir Belediye Erzurumspor,hard,4-2-3-1,SZUMSKI;SCHWECHLEN;TEIKEU;DA COSTA;UCAR;OMOLO;BOUMAL;BASSAN;CHAHECHOUHE;ALKILIC;GOMES
