game,team,difficulty,formation,lineup,lineup_numbers
Denizlispor vs. Fenerbahce - Sunday May 9 - 2004,Fenerbahce,easy,4-4-2,DEMIREL;OZAT;LUCIANO;TOMAS;GUNES;SANLI;SAHIN;MEHMET AURELIO;AKIN;NOBRE;VAN HOOIJDONK,24;5;2;6;30;10;21;15;9;11;17
Diyarbakirspor vs. Bursaspor - Sunday May 9 - 2004,Bursaspor,hard,4-4-2,KULBILGE;BULUT;KORKMAZ;MIU;TUNA;FRASINEANU;ALEMDAR;GROZDIC;GURSEL;OSTERC;YILMAZ,22;19;16;3;18;20;14;15;39;9;10
Diyarbakirspor vs. Bursaspor - Sunday May 9 - 2004,Diyarbakirspor,hard,3-5-2,KARAGOL;STAVREVSKI;SAATCIOGLU;TUNC;DEMIRCIOGLU;BOZACI;JUPI;GHODHBANE;YIGIT;BECEREN;HACIOGLU,21;12;5;3;34;6;20;17;22;4;53
Istanbulspor vs. Genclerbirligi - Sunday May 9 - 2004,Genclerbirligi,hard,4-4-2,TOKGOZ;BARIS;MERCIMEK;BOZKURT;TANDOGAN;DAEMS;BALCI;SKOKO;MBAYO;CIHAN;OZKAN,99;25;23;14;22;3;30;15;12;50;8
Istanbulspor vs. Genclerbirligi - Sunday May 9 - 2004,Istanbulspor,hard,4-4-2,DAGLAROGLU;ANDRE BORGES;AYHAN;OKECHUKWU;CAN;ALEKSANDROV;VIDUSLU;SAIDOU;BUYUK;BOLIC;BALILI,24;2;6;5;8;10;19;20;34;9;17
Samsunspor vs. Rizespor - Sunday May 9 - 2004,Rizespor,hard,3-5-2,SAHIN;CAGIRAN;AVCI;DUYMUS;OZDEMIR;TATAN;ALPUGAN;BAKI;DEMIRAY;OZTURK;AKYUZ,29;6;5;49;10;3;74;22;7;9;19
Samsunspor vs. Rizespor - Sunday May 9 - 2004,Samsunspor,hard,4-4-2,SHORUNMU;ULUN;YAVAS;YELEK;GUNGOR;DOKME;TURHAN;SAGIR;KIRITA;AYKUT;ALTIN,1;3;27;28;13;15;7;8;21;10;20
Trabzonspor vs. Galatasaray - Sunday May 9 - 2004,Galatasaray,easy,4-4-2,ERCETIN;UNSAL;KORKMAZ;USTA;HASPOLATLI;PENBE;PETRE;ATES;AKMAN;SUKUR;ERDEM,12;57;3;23;19;67;24;25;18;10;6
Trabzonspor vs. Galatasaray - Sunday May 9 - 2004,Trabzonspor,easy,4-4-2,PETKOVIC;BEKIROGLU;SEYHAN;YAVUZ;EREN;KARADENIZ;TORAMAN;CIMSIR;EGE;YILMAZ;AHINFUL,1;47;28;38;34;61;33;5;25;10;29
Fenerbahce vs. Malatyaspor - Friday May 14 - 2004,Fenerbahce,easy,4-4-2,DEMIREL;OZAT;LUCIANO;TOMAS;GUNES;SANLI;SAHIN;MEHMET AURELIO;AKIN;NOBRE;VAN HOOIJDONK,24;5;2;6;30;10;21;15;9;11;17
Fenerbahce vs. Malatyaspor - Friday May 14 - 2004,Malatyaspor,hard,4-4-2,MILOSEVSKI;KOCAK;KORKMAZ;OZSOY;BENSOL;MKHALELE;PACHOLA;KAHRAMAN;YAVAS;ULUSOY;BIRLIK,1;77;44;4;99;30;33;61;10;9;7
Adanaspor vs. Denizlispor - Saturday May 15 - 2004,Adanaspor,hard,3-5-2,KIRINTILI;BUDAK;BOZ;KAPLAN;KAZMAZ;OZATAK;TOKAC;ONEN;LALIK;MESZAROS;BALKAYA,16;44;61;24;66;22;99;88;30;15;23
Adanaspor vs. Denizlispor - Saturday May 15 - 2004,Denizlispor,hard,4-4-2,HAMIDOU;KECELI;ATAN;KRATOCHVIL;OZSARAC;AKDENIZ;KARTOP;BOYRAZ;AKINCI;MARTIN;MULTAHARJU,16;28;6;77;24;17;3;20;34;9;22
Akcaabat Sebatspor vs. Ankaragucu - Saturday May 15 - 2004,Akcaabat Sebatspor,hard,3-5-2,AKTAS;GEZMIS;BAYRAK;OZDIN;UZUN;KIP;OZGUR;ERGIN;DERELI;KAYNAK;DERELIOGLU,13;5;21;3;18;2;7;8;27;38;29
Akcaabat Sebatspor vs. Ankaragucu - Saturday May 15 - 2004,Ankaragucu,hard,3-5-2,USAK;BARIS;KUTLU;DURSUN;TURKMEHMET;TASDEMIR;OZLEM;YILDIRIM;KOCAK;BULUT;ERIS,54;45;4;2;20;76;5;36;66;38;7
Bursaspor vs. Samsunspor - Saturday May 15 - 2004,Bursaspor,hard,4-4-2,KULBILGE;BULUT;KORKMAZ;DEPE;MIU;FRASINEANU;GROZDIC;SEVEN;TUNA;OSTERC;YILMAZ,22;19;16;29;3;20;15;7;18;9;10
Bursaspor vs. Samsunspor - Saturday May 15 - 2004,Samsunspor,hard,4-3-3,SHORUNMU;ULUN;YAVAS;YELEK;GUNGOR;KIRITA;TURHAN;DOKME;SAGIR;ALTIN;AYDIN,1;3;27;28;13;21;7;15;8;20;22
Galatasaray vs. Elazigspor - Saturday May 15 - 2004,Elazigspor,hard,4-4-2,BAHADIR;KIZILSIMSEK;COL;HATIPOGLU;SAHIN;GULCEMAL;KOPRULU;MARANGOZ;YAMAN;ALTUN;YAGMUR,61;21;60;23;65;34;8;27;67;53;24
Galatasaray vs. Elazigspor - Saturday May 15 - 2004,Galatasaray,easy,4-4-2,RICHARD KINGSON;UNSAL;ERDOGAN;KORKMAZ;USTA;ERDOGAN;ARSLAN;AKMAN;SARIOGLU;BRATU;BALJIC,78;57;2;3;23;33;20;18;55;15;14
Gaziantepspor vs. Diyarbakirspor - Saturday May 15 - 2004,Diyarbakirspor,hard,3-5-2,SAHIN;BECEREN;SAATCIOGLU;STAVREVSKI;DEMIRCIOGLU;BOZACI;JUPI;MOURA;YIGIT;GUNER;SAMATYALI,77;4;5;12;34;6;20;30;22;9;10
Gaziantepspor vs. Diyarbakirspor - Saturday May 15 - 2004,Gaziantepspor,hard,4-4-2,CATKIC;IRTEGUN;JOHNSON;BOUAZIZI;OZBAY;BOLUKBASI;KARA;AYHAN;AGCAY;OZER;GUNES,1;23;15;13;66;7;67;72;14;9;27
Genclerbirligi vs. Trabzonspor - Saturday May 15 - 2004,Genclerbirligi,hard,3-5-2,TOKGOZ;BARIS;BOZKURT;MERCIMEK;BALCI;BASTURK;OZTURK;SKOKO;TANDOGAN;CIHAN;OZKAN,99;25;14;23;30;10;17;15;22;50;8
Genclerbirligi vs. Trabzonspor - Saturday May 15 - 2004,Trabzonspor,easy,4-3-3,SONMEZ;BEKIROGLU;SEYHAN;YAVUZ;EREN;CIMSIR;TORAMAN;D'HAENE;YATTARA;AHINFUL;AYGUN,26;47;28;38;34;5;33;24;11;29;17
Konyaspor vs. Istanbulspor - Saturday May 15 - 2004,Istanbulspor,hard,4-4-2,DAGLAROGLU;ANDRE BORGES;AYHAN;OKECHUKWU;CAN;ALEKSANDROV;VIDUSLU;SAIDOU;BUYUK;BOLIC;BALILI,24;2;6;5;8;10;19;20;34;9;17
Konyaspor vs. Istanbulspor - Saturday May 15 - 2004,Konyaspor,hard,3-5-2,ONGUN;DIENG;TEMIZKANOGLU;DUMAN;GURELER;DEMIR;AKSOY;CELIK;GUNEY;ISLER;BIRYOL,78;21;9;51;42;25;14;2;12;10;8
Rizespor vs. Besiktas - Saturday May 15 - 2004,Besiktas,easy,3-5-2,KURSUNLU;RONALDO GUIARO;ASIK;ZAN;UZULMEZ;AYDIN;METIN;YILDIRIM;DABROWSKI;KALOGLU;TOPRAKTEPE,22;5;2;55;19;14;67;4;17;11;41
Rizespor vs. Besiktas - Saturday May 15 - 2004,Rizespor,hard,4-4-2,SAHIN;OZDEMIR;CAGIRAN;DUYMUS;AZER;BAKI;TATAN;AVCI;DEMIRAY;OZTURK;AKYUZ,29;10;6;49;81;22;3;5;7;9;19
