game,team,difficulty,formation,lineup
Trabzonspor vs. Rizespor - Sunday May 8 - 2016,Trabzonspor,easy,4-2-3-1,KIVRAK;NIZAM;DOUGLAS;BOSINGWA;KARADENIZ;YOKUSLU;YAZICI;ERDOGAN;EKICI;CAKIR;DEMIR
Basaksehir vs. Fenerbahce - Monday May 9 - 2016,Basaksehir,hard,4-2-3-1,BABACAN;OZTORUN;EPUREANU;AYHAN;IRTEGUN;TEKDEMIR;BELOZOGLU;DOKA MADUREIRA;MARCIO MOSSORO;VISCA;BATDAL
Basaksehir vs. Fenerbahce - Monday May 9 - 2016,Fenerbahce,easy,4-4-2,DEMIREL;KALDIRIM;ALVES;KJAER;GONUL;SEN;TOPAL;SOUZA;POTUK;NANI;VAN PERSIE
Konyaspor vs. Kasimpasa - Monday May 9 - 2016,Kasimpasa,hard,4-2-3-1,BIRNICAN;VEIGNEAU;TITI;OMERUO;POPOV;ARSLAN;CASTRO;DEL VALLE;SCARIONE;TORUN;DERDIYOK
Konyaspor vs. Kasimpasa - Monday May 9 - 2016,Konyaspor,hard,4-2-3-1,KIRINTILI;DOUGLAS;VUKOVIC;TURAN;SKUBIC;CAMDALI;FINDIKLI;TRAORE;HOLMEN;SAHINER;RANGELOV
Antalyaspor vs. Trabzonspor - Friday May 13 - 2016,Antalyaspor,hard,4-2-3-1,FORNEZZI;RAMON;DIEGO ANGELO;BEKMEZCI;INKOOM;CHARLES;MAKOUN;OZKAN;KURTULUS;ETAME;SISMANOGLU
Antalyaspor vs. Trabzonspor - Friday May 13 - 2016,Trabzonspor,easy,4-2-3-1,ALVARADO;VURAL;DURSUN;YUMLU;KARADENIZ;YOKUSLU;YAZICI;ERDOGAN;EKICI;CAKIR;CARDOZO
Bursaspor vs. Konyaspor - Saturday May 14 - 2016,Bursaspor,hard,4-2-3-1,TEKIN;HOSOGAI;SIVOK;CINAZ;KARACAN;FATY;JORQUERA;STOCH;BATALLA;YILMAZ;NECID
Bursaspor vs. Konyaspor - Saturday May 14 - 2016,Konyaspor,hard,4-4-2,KIRINTILI;USLU;BARDAKCI;TURAN;SKUBIC;MARC KIBONG MBAMBA;HADZIAHMETOVIC;CAMDALI;SONMEZ;BAJIC;TRAORE
Eskisehirspor vs. Basaksehir - Saturday May 14 - 2016,Basaksehir,hard,4-4-2,BABACAN;OZTORUN;EPUREANU;AYHAN;UCAR;DOKA MADUREIRA;OZMERT;ROTMAN;VISCA;NAPOLEONI;CIKALLESHI
Eskisehirspor vs. Basaksehir - Saturday May 14 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;KANAK;FIGUERAS;COSKUN;COREKCI;HADZIC;CAUSIC;CIFTCI;OKRIASHVILI;UCAR;MEYE
Kayserispor vs. Sivasspor - Saturday May 14 - 2016,Kayserispor,hard,4-2-3-1,AHAMADA;EMIR;MABIALA;SIMIC;YAVRU;OZCAL;MIJAILOVIC;BISESWAR;LOPES;CAGLAYAN;DERLEY
Kayserispor vs. Sivasspor - Saturday May 14 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;ERDAL;OUMARI;BOYE;OZTURK;INCEDEMIR;TAOUIL;SIMSEK;CHAHECHOUHE;ESER;TEXEIRA
Rizespor vs. Gaziantepspor - Saturday May 14 - 2016,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;MARCAL;GOUANO;SUME;YARDIMCI;LARSSON;ABUDA;KAYALI;DURAK;HABIBOU;CHIBUIKE
Rizespor vs. Gaziantepspor - Saturday May 14 - 2016,Rizespor,hard,4-3-3,ITANDJE;ISMAIL;OBOABONA;VIERA;OVACIKLI;SYLVESTRE;ALTINAY;MAKIADI;OZEK;KADAH;KAYA
Akhisar Belediyespor vs. Galatasaray - Sunday May 15 - 2016,Akhisar Belediyespor,hard,4-2-3-1,OZTURK;TASDELEN;DOUGLAO;OSMANPASA;CEBE;N'GUEMO;CUSTODIO;SAMI;AYDOGDU;BRUNO MEZENGA;RODALLEGA
Akhisar Belediyespor vs. Galatasaray - Sunday May 15 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;CAROLE;BALTA;DENAYER;LINNES;INAN;COLAK;OZTEKIN;SNEIJDER;SARIOGLU;BULUT
Besiktas vs. Osmanlispor Fk - Sunday May 15 - 2016,Besiktas,easy,4-2-3-1,ZENGIN;KOYBASI;TOSIC;MARCELO;BECK;HUTCHINSON;OZYAKUP;TORE;SOSA;QUARESMA;GOMEZ
Besiktas vs. Osmanlispor Fk - Sunday May 15 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;DEMIROK;SZUKALA;BAYIR;GUVEN;CAGIRAN;DELARGE;LAWAL;NDIAYE;RUSESCU
Fenerbahce vs. Genclerbirligi - Sunday May 15 - 2016,Fenerbahce,easy,4-4-2,FABIANO;KALDIRIM;KADLEC;BA;GONUL;SEN;SOUZA;TOPAL;POTUK;FERNANDAO;VAN PERSIE
Fenerbahce vs. Genclerbirligi - Sunday May 15 - 2016,Genclerbirligi,hard,4-2-3-1,KAPLAN;CIFTCI;CALIK;KULUSIC;OGUZ;SAHIN;POLITEVICH;KAHVECI;LANDEL;DJALMA;GURLER
Kasimpasa vs. Mersin Idmanyurdu - Sunday May 15 - 2016,Kasimpasa,hard,4-2-3-1,BIRNICAN;VEIGNEAU;TITI;OMERUO;POPOV;PAVELKA;CASTRO;DEL VALLE;SCARIONE;BUYUK;KOITA
Kasimpasa vs. Mersin Idmanyurdu - Sunday May 15 - 2016,Mersin Idmanyurdu,hard,4-4-2,SAHIN;DEMIRHAN;MITROVIC;AKKAN;OLKAN;METIN;TAS;OGRAK;VAROL;TOZLU;PEDRIEL
Basaksehir vs. Rizespor - Wednesday May 18 - 2016,Basaksehir,hard,4-4-2,BABACAN;OZTORUN;AYHAN;IRTEGUN;UCAR;DOKA MADUREIRA;ROTMAN;TEKDEMIR;VISCA;NAPOLEONI;CIKALLESHI
Basaksehir vs. Rizespor - Wednesday May 18 - 2016,Rizespor,hard,4-3-3,AKKAN;OVACIKLI;OBOABONA;VIERA;KAYA;SYLVESTRE;ERSOY;MAKIADI;TUSZYNSKI;KADAH;OZEK
Konyaspor vs. Besiktas - Wednesday May 18 - 2016,Besiktas,easy,4-2-3-1,BOYKO;TOSIC;RUANO;MARCELO;KURTULUS;UYSAL;ARSLAN;SAHAN;SOSA;FREI;TOSUN
Konyaspor vs. Besiktas - Wednesday May 18 - 2016,Konyaspor,hard,4-2-3-1,KIRINTILI;DOUGLAS;VUKOVIC;TURAN;SKUBIC;CAMDALI;HADZIAHMETOVIC;MEHA;HOLMEN;TRAORE;RANGELOV
Mersin Idmanyurdu vs. Bursaspor - Wednesday May 18 - 2016,Bursaspor,hard,4-2-3-1,GUNOK;BEHICH;UNVER;CINAZ;HOSOGAI;FATY;SOYALP;KASAL;BATALLA;ORNEK;KANATSIZKUS
Mersin Idmanyurdu vs. Bursaspor - Wednesday May 18 - 2016,Mersin Idmanyurdu,hard,4-2-3-1,SAHIN;DEMIRHAN;AKKAN;SADIKU;OLKAN;TAS;OGRAK;METIN;AFSARLI;KAYA;TOZLU
Galatasaray vs. Kayserispor - Thursday May 19 - 2016,Galatasaray,easy,4-2-3-1,MUSLERA;CAROLE;BALTA;GUNTER;SARIOGLU;INAN;COLAK;OZTEKIN;SNEIJDER;GUMUS;PODOLSKI
Galatasaray vs. Kayserispor - Thursday May 19 - 2016,Kayserispor,hard,4-2-3-1,DEMIRCAN;EMIR;PARLAK;MABIALA;YAVRU;CAN;OZCAL;BISESWAR;LOPES;TURUC;DERLEY
Gaziantepspor vs. Antalyaspor - Thursday May 19 - 2016,Antalyaspor,hard,4-3-3,OZENC;YILMAZ;AYTAC;BEKMEZCI;INKOOM;MAKOUN;CHARLES;YILDIRIM;OZKAN;SISMANOGLU;ETAME
Gaziantepspor vs. Antalyaspor - Thursday May 19 - 2016,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;MARCAL;GOUANO;SUME;YARDIMCI;LARSSON;ABUDA;ILDIZ;DURAK;HABIBOU;CHIBUIKE
Genclerbirligi vs. Eskisehirspor - Thursday May 19 - 2016,Eskisehirspor,hard,4-2-3-1,BOFFIN;KANAK;FIGUERAS;GUNGOR;COREKCI;HADZIC;CAUSIC;CIFTCI;OKRIASHVILI;UCAR;MEYE
Genclerbirligi vs. Eskisehirspor - Thursday May 19 - 2016,Genclerbirligi,hard,4-2-3-1,HOPF;CIFTCI;POLITEVICH;CALIK;OGUZ;SAHIN;LANDEL;KARABULUT;KAHVECI;DJALMA;STANCU
Osmanlispor Fk vs. Akhisar Belediyespor - Thursday May 19 - 2016,Akhisar Belediyespor,hard,4-3-3,KORK;ULUDAG;DOUGLAO;OSMANPASA;UNLU;CUSTODIO;OZDEMIR;N'GUEMO;SAMI;RODALLEGA;VAZ TE
Osmanlispor Fk vs. Akhisar Belediyespor - Thursday May 19 - 2016,Osmanlispor Fk,hard,4-2-3-1,SAHIN;PINTO;CURUKSU;DEMIROK;BAYIR;LAWAL;CAGIRAN;DELARGE;NDIAYE;UMAR;RUSESCU
Sivasspor vs. Fenerbahce - Thursday May 19 - 2016,Fenerbahce,easy,4-2-3-1,FABIANO;KALDIRIM;KADLEC;BA;OZBAYRAKLI;TOPAL;SOUZA;POTUK;DIEGO;CIVELEK;FERNANDAO
Sivasspor vs. Fenerbahce - Thursday May 19 - 2016,Sivasspor,hard,4-2-3-1,SETKUS;ERDAL;OUMARI;BOYE;OZTURK;INCEDEMIR;KOCAK;SIMSEK;CHAHECHOUHE;ESER;TEXEIRA
Trabzonspor vs. Kasimpasa - Thursday May 19 - 2016,Kasimpasa,hard,4-2-3-1,BIRNICAN;VEIGNEAU;TITI;OMERUO;POPOV;ARSLAN;CASTRO;DEL VALLE;SCARIONE;BUYUK;DERDIYOK
Trabzonspor vs. Kasimpasa - Thursday May 19 - 2016,Trabzonspor,easy,4-2-3-1,ALVARADO;NIZAM;YESIL;DEMIR;KARADENIZ;AKAKPO;YOKUSLU;YAZICI;KARA;KABASAKAL;BESIR
